Name,Rating,Date,Title,Review,Product_url,Label
IGNATIUS NJOSEH,4,21/03/2022,I like it.,Good for evening stroll,https://www.jumia.com.ng/fashion-unique-striped-nicker-boxer-shorts-multicolour-55066268.html,
Iystic,5,29/12/2021,Love it.,Lovely. Good quality. Same as seen in the picture.,https://www.jumia.com.ng/fashion-unique-striped-nicker-boxer-shorts-multicolour-55066268.html,
Millicent,3,16/11/2021,boxer,It could be better in texture( thicker ),https://www.jumia.com.ng/fashion-unique-striped-nicker-boxer-shorts-multicolour-55066268.html,
Chinedu Nwande,4,23/05/2023,I like it,It's just good,https://www.jumia.com.ng/silver-1-shining-neutral-suede-shoe-spray-polish-113664070.html,
Henry,5,19/06/2024,I like it,It came as expected,https://www.jumia.com.ng/naviforce-men-fashion-luxury-blue-led-chronograph-analog-digital-watch-59090796.html,
ayodeji,5,16/01/2024,i love it,beautiful watch worth every penny cause it can do everything. kudos to nf.,https://www.jumia.com.ng/naviforce-men-fashion-luxury-blue-led-chronograph-analog-digital-watch-59090796.html,
Olayemi,5,01/08/2024,Nice Sneakers,Nice Footwear,https://www.jumia.com.ng/ladies-everything-ladies-simple-outdoor-casual-canvas-womens-comfortable-sneakers-size-black-253820508.html,
gladys,1,29/07/2024,not too bad,It's manageable,https://www.jumia.com.ng/ladies-everything-ladies-simple-outdoor-casual-canvas-womens-comfortable-sneakers-size-black-253820508.html,
Blessing Okafor,3,26/07/2024,It’s good,Nice,https://www.jumia.com.ng/ladies-everything-ladies-simple-outdoor-casual-canvas-womens-comfortable-sneakers-size-black-253820508.html,
Anorou Abraham,4,15/07/2024,flare dress black,"Please post what you have, exactly what you're selling",https://www.jumia.com.ng/button-detail-skater-dress-purple-fashion-mpg2116789.html,
Baptista,2,12/02/2024,I'm disappointed,"The dress is too small for xl size. Infact xl should be s size. I'm not happy because I can't wear it. Do something about your sizing, please.",https://www.jumia.com.ng/button-detail-skater-dress-purple-fashion-mpg2116789.html,
Anthony,4,13/09/2023,Good material,Good material but the sewing is a bit off for wifey,https://www.jumia.com.ng/button-detail-skater-dress-purple-fashion-mpg2116789.html,
Adewale,5,24/07/2023,VALUE FOR MONEY,Love the product. It's value for money.,https://www.jumia.com.ng/fashion-classic-silver-platted-cufflinks-for-men-shirt-80237049.html,
Ridwan,5,11/04/2022,Lovely,It's just as advertised. It's more than good for the price,https://www.jumia.com.ng/fashion-classic-silver-platted-cufflinks-for-men-shirt-80237049.html,
Kingsley,1,25/10/2022,bad,Not what I ordered,https://www.jumia.com.ng/fashion-unisex-luxury-stud-ice-earring-109254951.html,
Gabriel,5,09/07/2024,good,Good fit,https://www.jumia.com.ng/fashion-mens-casual-pants-straight-trousers-cotton-91574267.html,
kby,2,19/06/2024,Not too good,"After washing for the first time, it faded away. Nice design but low quality",https://www.jumia.com.ng/fashion-mens-casual-pants-straight-trousers-cotton-91574267.html,
Adeoye,5,19/04/2024,Nice,My babe loves it on me,https://www.jumia.com.ng/fashion-mens-casual-pants-straight-trousers-cotton-91574267.html,
Olajide,5,17/07/2024,nice,So beautiful,https://www.jumia.com.ng/fashion-zirconia-ice-luxury-shiny-earrings-and-necklace-137199946.html,
Glory Glory,3,15/07/2024,Over hyped,Worth the price but not like other reviews states. It’s very small and tiny. Beautiful yes but it’s very tiny like choker.,https://www.jumia.com.ng/fashion-zirconia-ice-luxury-shiny-earrings-and-necklace-137199946.html,
Menorah,5,13/05/2024,I loooooooove it!,"It is so beautiful. I love it. Exactly as in sample photo. It speaks luxury guys. If you like big, bold and dramatic earrings, this one is for you. If I had 4 ears, I'd buy another.",https://www.jumia.com.ng/fashion-zirconia-ice-luxury-shiny-earrings-and-necklace-137199946.html,
Anon,5,02/08/2024,I like it,5 stars,https://www.jumia.com.ng/fashion-women-sneakers-sport-shoe-71236695.html,
Mercy,5,24/06/2024,very good,"The comfort it gives, very affordable and fine",https://www.jumia.com.ng/fashion-women-sneakers-sport-shoe-71236695.html,
Odey,5,19/06/2024,Awesome,"I appreciate you, this is very nice and quality",https://www.jumia.com.ng/fashion-women-sneakers-sport-shoe-71236695.html,
Clement,5,06/08/2024,I like it,It's good quality,https://www.jumia.com.ng/fashion-new-breathable-leather-mens-casual-shoes-194474360.html,
Timothy,4,04/10/2023,Good,"The size is precise. In physical, it's so much as it is on the app except that the trimmed portions need to be well treated with colour to blend with the main body. That will enhance its beauty. I like it though.",https://www.jumia.com.ng/fashion-new-breathable-leather-mens-casual-shoes-194474360.html,
SAMARI,2,13/09/2023,Sandal,Make it perfect by using good strong leather materials for it please,https://www.jumia.com.ng/fashion-new-breathable-leather-mens-casual-shoes-194474360.html,
Omolara,5,14/11/2023,wow,Perfect size with good quality,https://www.jumia.com.ng/fashion-silver-and-gold-steel-children-wristwatch-kids-watch-for-boys-and-girls-158000129.html,
Larricayne,5,11/07/2023,Awesome,"I got what I ordered and especially, My Daughter loves it.",https://www.jumia.com.ng/fashion-silver-and-gold-steel-children-wristwatch-kids-watch-for-boys-and-girls-158000129.html,
Ijeoma,3,02/08/2024,perfect,"It perfect, though slightly different but I love it",https://www.jumia.com.ng/forecast-very-beautiful-stylish-non-fading-ladies-complete-gold-wristwatch-set-83977335.html,
Olagoke Joseph,2,19/07/2024,Not quality,The product isn’t the same as what I ordered and this is not the first time I’m experiencing this,https://www.jumia.com.ng/forecast-very-beautiful-stylish-non-fading-ladies-complete-gold-wristwatch-set-83977335.html,
Yemisi,3,10/07/2024,It's okay for the price,The hand bands are too big and non adjustable,https://www.jumia.com.ng/forecast-very-beautiful-stylish-non-fading-ladies-complete-gold-wristwatch-set-83977335.html,
Victoria,5,17/07/2024,Exactly as described,The bag is very neat and beautiful. Perfect for children age 1-3,https://www.jumia.com.ng/fashion-neoprene-children-school-bag-age-1-3-252902939.html,
Adukeh,5,20/05/2024,Nice bag,It’s beautiful,https://www.jumia.com.ng/fashion-neoprene-children-school-bag-age-1-3-252902939.html,
Wasiu,4,19/09/2023,the interior,the space folding cash should be made more spacious,https://www.jumia.com.ng/baborry-portable-men-wallets-mens-wallet-with-coin-bag-zipper-73146048.html,
Jideofor Obiukwu,5,04/08/2023,I love it,Good quality. I love it.,https://www.jumia.com.ng/baborry-portable-men-wallets-mens-wallet-with-coin-bag-zipper-73146048.html,
KULTAJ MALIK,5,13/07/2023,Wallet,Excellent,https://www.jumia.com.ng/baborry-portable-men-wallets-mens-wallet-with-coin-bag-zipper-73146048.html,
Akangs,5,04/03/2024,The quality of the shoe is so interesting,The quality of the shoe is so interesting,https://www.jumia.com.ng/fashion-simple-mens-formal-shoe-black-office-shoe-217148469.html,
Dauda Zubairu,5,03/04/2024,Good,What I expected,https://www.jumia.com.ng/fashion-magnetic-pop-up-aluminum-slim-atm-wallet-card-holder-black-10219311.html,
Muiz Adesina,5,25/07/2024,Wow ???? I love ❤️ it,Look amazing ????,https://www.jumia.com.ng/fashion-couple-silver-jewelry-opening-male-female-ring-elegant-65471675.html,
Bowale,4,10/02/2022,show it how its look,It's bold in the app but so small when I got them,https://www.jumia.com.ng/fashion-couple-silver-jewelry-opening-male-female-ring-elegant-65471675.html,
Fadumila,3,24/06/2024,THE DESIGN IS PERFECT,The sole can be improved on because it is a little bit too soft,https://www.jumia.com.ng/ashion-mens-thick-sole-shoes-casual-fashion-stylish-durable-and-lightweight-255300929.html,
Mbaiorga Sefater,3,02/04/2024,Try increase material quality,Is ok just need to improve the leather quality,https://www.jumia.com.ng/ashion-mens-thick-sole-shoes-casual-fashion-stylish-durable-and-lightweight-255300929.html,
Solomon,4,22/01/2024,Rocking this shoe till date,"I am happy I purchased this shoe, feeling fly wearing it",https://www.jumia.com.ng/ashion-mens-thick-sole-shoes-casual-fashion-stylish-durable-and-lightweight-255300929.html,
Mosunmola,5,15/01/2024,I love it!,Just as seen. So beautiful ❤️,https://www.jumia.com.ng/fashion-classic-fashion-digital-mens-wristwatch-waterproof-sport-watch-121274836.html,
Adepoju,5,26/09/2023,Like it,Fitted,https://www.jumia.com.ng/fashion-classic-fashion-digital-mens-wristwatch-waterproof-sport-watch-121274836.html,
Ella,4,17/05/2024,I love it,"An absolutely gorgeous shoe. I love it, just as seen in the pix though the heel is not for ladies that can't match heels",https://www.jumia.com.ng/fashion-elegant-ladies-multiple-colour-sandals-112735578.html,
Emmanuel,5,27/11/2023,hottt,exactly what my baby wanted,https://www.jumia.com.ng/fashion-elegant-ladies-multiple-colour-sandals-112735578.html,
Onuador,5,26/09/2023,I like it,Exactly as seen in picture,https://www.jumia.com.ng/fashion-elegant-ladies-multiple-colour-sandals-112735578.html,
Samuel Peters,5,27/04/2023,Very beautiful ????,"100% satisfaction on it.

Oh my god so looking great and worthy",https://www.jumia.com.ng/fashion-linked-cuban-chain-with-iced-boss-pendant-231519207.html,
Amir,5,05/08/2024,nice,It's comfortable.,https://www.jumia.com.ng/fashion-6-pairs-men-quality-socks-free-200pcs-angel-cutting-bud-68016999.html,
Chris,5,08/07/2024,I like it,It's not too thin and not too thick. Just nice for our weather. Nice that ear.buds were added.....nice incentive. My buy more.,https://www.jumia.com.ng/fashion-6-pairs-men-quality-socks-free-200pcs-angel-cutting-bud-68016999.html,
Tochukwu,5,16/04/2024,Good quality,Good quality,https://www.jumia.com.ng/fashion-6-pairs-men-quality-socks-free-200pcs-angel-cutting-bud-68016999.html,
Neny,4,17/11/2023,It's fine,The quality wasn't as expected though,https://www.jumia.com.ng/fashion-woman-square-solid-tassel-large-messenger-handbag-brown-115199082.html,
Rose,4,11/09/2023,Brown Square Bag,The Shape looks good,https://www.jumia.com.ng/fashion-woman-square-solid-tassel-large-messenger-handbag-brown-115199082.html,
Omobola,3,08/09/2023,Good,I love it,https://www.jumia.com.ng/fashion-woman-square-solid-tassel-large-messenger-handbag-brown-115199082.html,
Bella,5,18/08/2023,Perfect,"The sizing is correct, and the fabric is authentic.",https://www.jumia.com.ng/fashion-boys-swimming-costume-with-cap-multicolor-56597514.html,
Mojirade,2,24/06/2024,I don't like,It won't last at all,https://www.jumia.com.ng/fashion-womens-shoes-breathable-mesh-sneakers-comfortable-casual-running-shoes-255584072.html,
Mary,3,24/06/2024,Low quality,Low quality,https://www.jumia.com.ng/fashion-womens-shoes-breathable-mesh-sneakers-comfortable-casual-running-shoes-255584072.html,
Olanike Adewumi,5,10/06/2024,Women’s shoes,The sneakers is so comfortable and nice,https://www.jumia.com.ng/fashion-womens-shoes-breathable-mesh-sneakers-comfortable-casual-running-shoes-255584072.html,
Mart,5,06/05/2024,Perfect fit,Perfect fit,https://www.jumia.com.ng/fashion-men-slip-on-canvas-black-280652065.html,
Priscillia,5,06/02/2024,I love it,What you see is what you get,https://www.jumia.com.ng/non-marking-t-shaped-heel-liner-111197494.html,
Oluwapelumi,5,25/06/2024,fast and reliable.,Reliable,https://www.jumia.com.ng/fashion-blue-eye-detail-bead-bracelet-with-hand-of-hamsa-84852235.html,
Wealth,1,22/05/2024,I don't like it,"Doesn't worth it 
Started Pilling after 3days 
Not  impress",https://www.jumia.com.ng/fashion-24-karat-gold-proposal-engagement-ring-235856737.html,
Osemeilu,1,15/04/2024,low quality,It fades easily and the ice brakes off too easily,https://www.jumia.com.ng/fashion-24-karat-gold-proposal-engagement-ring-235856737.html,
Oloketuyi,2,08/04/2024,I don't like it,"The product is not a good one, after one month, it started fading away",https://www.jumia.com.ng/fashion-24-karat-gold-proposal-engagement-ring-235856737.html,
SEYI,5,17/05/2024,Good Quality,It's just as advertised with cool fabrics.,https://www.jumia.com.ng/fashion-men-vibrant-printed-shirt-vintage-casual-style-short-sleeve-blouse-119832193.html,
ODEBODE,3,25/03/2024,cool shirt,Average,https://www.jumia.com.ng/fashion-men-vibrant-printed-shirt-vintage-casual-style-short-sleeve-blouse-119832193.html,
God's Power,5,05/09/2023,Good,So good and excellent,https://www.jumia.com.ng/fashion-men-vibrant-printed-shirt-vintage-casual-style-short-sleeve-blouse-119832193.html,
miss k,5,20/03/2024,Good quality,I like it,https://www.jumia.com.ng/generic-1-pair-insoles-anti-shock-sport-insoles-black-240447721.html,
Adebayo,5,15/07/2024,productreview,Good and nice sneakers.,https://www.jumia.com.ng/adidas-originals-sneakers-superstar-women-92831337.html,
Evie,5,04/06/2024,original,Very authentic,https://www.jumia.com.ng/adidas-originals-sneakers-superstar-women-92831337.html,
Suliat,4,25/09/2023,nice,Love them,https://www.jumia.com.ng/adidas-originals-sneakers-superstar-women-92831337.html,
Gifted,2,09/08/2024,very low quality,Total waist of money,https://www.jumia.com.ng/fashion-4-in-1-fashion-bandana-scarf-headbandhandkerchief.-130802438.html,
Ikenna,4,06/08/2024,Good Enough,The quality is not as I know it used to be (not 100% cotton) but it's good enough,https://www.jumia.com.ng/fashion-4-in-1-fashion-bandana-scarf-headbandhandkerchief.-130802438.html,
Deborah,5,05/08/2024,nice product,It's cool,https://www.jumia.com.ng/fashion-4-in-1-fashion-bandana-scarf-headbandhandkerchief.-130802438.html,
Mamudu,4,10/10/2022,nice,Nice product,https://www.jumia.com.ng/fashion-men-brown-leather-wristwatch-75793467.html,
Chukwuka,5,01/06/2022,i love the product,It every matured,https://www.jumia.com.ng/fashion-men-brown-leather-wristwatch-75793467.html,
ASIMIU,5,23/05/2022,mr,It's a good product,https://www.jumia.com.ng/fashion-men-brown-leather-wristwatch-75793467.html,
Saliu,1,15/07/2024,not so good,YOU can improve the leather quality.,https://www.jumia.com.ng/fashion-3-pcs-women-bags-ladies-bags-handbags-purse-shoulder-bags-73983046.html,
Saliu,1,15/07/2024,not so good,YOU can improve the leather quality.,https://www.jumia.com.ng/fashion-3-pcs-women-bags-ladies-bags-handbags-purse-shoulder-bags-73983046.html,
Esther,2,05/02/2024,I don't like it,The leather is too inferior,https://www.jumia.com.ng/fashion-3-pcs-women-bags-ladies-bags-handbags-purse-shoulder-bags-73983046.html,
Emmanuel,5,16/11/2023,nice,Comfortable n nice,https://www.jumia.com.ng/fashion-mens-unique-up-down-jogger-black-159710027.html,
Uwati,5,22/07/2024,it prevent card from losting,Easy to move around,https://www.jumia.com.ng/fashion-stainless-metal-atm-pop-up-credit-card-holder-black-71832728.html,
Samuel,5,31/05/2024,"Nice, compact & slick",I like it,https://www.jumia.com.ng/fashion-stainless-metal-atm-pop-up-credit-card-holder-black-71832728.html,
Henry,5,29/04/2024,Love it,It's just excellent,https://www.jumia.com.ng/fashion-stainless-metal-atm-pop-up-credit-card-holder-black-71832728.html,
Chi,2,25/07/2022,Fashio Women Solid Tassel Large Messenger Handbag,It is very small in size  and the quality is  just fair,https://www.jumia.com.ng/fashion-woman-square-solid-tassel-large-messenger-handbag-black-115198961.html,
Philip,3,04/06/2024,bad cuban,The cuban is not the same but the pendant and chain is perfect,https://www.jumia.com.ng/fashion-cuban-link-chain-and-plug-pendant-silver-101994983.html,
Rume,5,08/04/2024,necklace,So nice,https://www.jumia.com.ng/fashion-cuban-link-chain-and-plug-pendant-silver-101994983.html,
Joee,5,29/01/2024,I love it,It's nice on my neck and is a quality one,https://www.jumia.com.ng/fashion-cuban-link-chain-and-plug-pendant-silver-101994983.html,
Avwerosuo,2,26/06/2024,not bad for the money,Not bad for the money,https://www.jumia.com.ng/fashion-hand-bags-for-ladies-women-cross-body-leather-big-bags-gray-133060901.html,
ABIOLA,3,03/01/2024,Good,Not bad,https://www.jumia.com.ng/fashion-hand-bags-for-ladies-women-cross-body-leather-big-bags-gray-133060901.html,
Precious,3,02/01/2024,It is okay,"I like that it has enough space to hold stuff, but the quality is really low. I hope it lasts though",https://www.jumia.com.ng/fashion-hand-bags-for-ladies-women-cross-body-leather-big-bags-gray-133060901.html,
Adefioye,5,15/07/2024,Wonderful,"What a wonderful sneakers, exactly what I requested for",https://www.jumia.com.ng/fashion-mens-shoes-sneakers-running-shoes-breathable-non-slip-fitness-272416881.html,
Ifeanyi,5,15/04/2024,Engr,Nice.,https://www.jumia.com.ng/fashion-unisex-charm-multilayer-leather-beads-225378262.html,
Kingsley,3,24/05/2024,Good,I'm still hoping it doesn't fade,https://www.jumia.com.ng/fashion-classy-adjustable-sterling-silver-wedding-engagement-ring-80337900.html,
Adeoye,5,14/02/2022,I like it,It's good,https://www.jumia.com.ng/fashion-classy-adjustable-sterling-silver-wedding-engagement-ring-80337900.html,
JJ,4,12/07/2024,Trendy look,Looks good and quite lightweight. Good buy.,https://www.jumia.com.ng/fashion-men-running-shoes-breathable-outdoor-sports-shoes-lightweight-sneakers-258084749.html,
Pascal,4,02/07/2024,The sole is too flat,Inner sole,https://www.jumia.com.ng/fashion-men-running-shoes-breathable-outdoor-sports-shoes-lightweight-sneakers-258084749.html,
Monday,5,30/07/2024,it is not bad ????,The texture is great,https://www.jumia.com.ng/fashion-business-mens-wristwatch-waterproof-wallet-214851918.html,
Kingsley,3,17/04/2024,nice,Good,https://www.jumia.com.ng/fashion-business-mens-wristwatch-waterproof-wallet-214851918.html,
Meme,4,09/01/2024,good,Good and top notch for it's prices,https://www.jumia.com.ng/fashion-business-mens-wristwatch-waterproof-wallet-214851918.html,
Ngozi,5,02/05/2024,Nice,Comfortable and light,https://www.jumia.com.ng/fashion-unisex-breathable-jeans-sneakers-81269897.html,
Kunle Edu,5,03/11/2021,I love it,Exactly as in pictures,https://www.jumia.com.ng/fashion-unisex-breathable-jeans-sneakers-81269897.html,
Mufutau,5,19/07/2024,I like it,It is a perfect item,https://www.jumia.com.ng/fashion-designer-leather-automatic-mens-strap-belt-191684150.html,
Marshal,5,24/04/2024,Belt,Very good for my purpose,https://www.jumia.com.ng/fashion-designer-leather-automatic-mens-strap-belt-191684150.html,
Olaide,5,13/03/2024,Mr.,Perfect as a gift,https://www.jumia.com.ng/fashion-stylishly-beautiful-and-classic-silver-wristwatch-2-lovely-wrist-set-for-sexy-ladies-138918996.html,
Adeniyi Ajibola,5,28/12/2022,Great,Bought it for someone as a birthday gift and the person love it,https://www.jumia.com.ng/fashion-stylishly-beautiful-and-classic-silver-wristwatch-2-lovely-wrist-set-for-sexy-ladies-138918996.html,
Oluwatobi,5,09/08/2024,I like it,The product is good and quality,https://www.jumia.com.ng/fashion-2-in-1-unisex-head-warmer-beanie-hat-cap-75939471.html,
Durojaye,5,03/11/2023,lovely,Good one,https://www.jumia.com.ng/fashion-2-in-1-unisex-head-warmer-beanie-hat-cap-75939471.html,
STELLA,4,10/07/2023,Simple,Really fitting,https://www.jumia.com.ng/fashion-2-in-1-unisex-head-warmer-beanie-hat-cap-75939471.html,
abah,5,05/08/2024,the is lovely,Nice shoe,https://www.jumia.com.ng/adidas-tensaur-hook-and-loop-shoes-unisex-272135035.html,
SalDrey,5,18/12/2023,Nice Fit,A super fit for oversized shoes,https://www.jumia.com.ng/fashion-shoe-filler-inserts-adjustable-toe-plug-reusable-for-big-shoes-110703576.html,
Rayan,5,09/08/2024,Comfy,It’s really nice. Remove when you want to sleep or shower.,https://www.jumia.com.ng/generic-3-pieces-mens-rubber-silicone-wedding-band-im-turnhalle-89024286.html,
Sydney,5,31/01/2024,Love it,Make sure you get your size,https://www.jumia.com.ng/generic-3-pieces-mens-rubber-silicone-wedding-band-im-turnhalle-89024286.html,
Tobi,5,08/04/2024,Cool,Great item,https://www.jumia.com.ng/fashion-classic-ladies-anti-blue-light-female-cat-eye-glasses-129726962.html,
Umoru,4,03/04/2024,"I love it, its nice",The quality is very Okay,https://www.jumia.com.ng/fashion-classic-ladies-anti-blue-light-female-cat-eye-glasses-129726962.html,
Zain,3,06/12/2023,manageable,It manageable. Wasn't quite what I expected both for the size and colour.,https://www.jumia.com.ng/fashion-classic-ladies-anti-blue-light-female-cat-eye-glasses-129726962.html,
Ray,5,27/02/2024,6 in 1,"For the price of 4k per one cant complain, i doubt if the colours would last after repeated use but overall good value",https://www.jumia.com.ng/fashion-6-in-1-plain-round-neck-polo-t-shirt-253607841.html,
Cyrus,5,28/11/2023,Good Product,It's a good product,https://www.jumia.com.ng/fashion-6-in-1-plain-round-neck-polo-t-shirt-253607841.html,
Nwokolie,4,19/07/2024,I like it,Haven't  used it yet but it beautiful but i hope it  last,https://www.jumia.com.ng/fashion-zirconia-ice-luxury-shiny-earrings-137170826.html,
ChiChi,4,22/04/2024,Nice,Very unique.  Lovely,https://www.jumia.com.ng/fashion-zirconia-ice-luxury-shiny-earrings-137170826.html,
Amazing,5,09/02/2024,It's really big and bold.,It's beautiful. It worked well for the occasion.,https://www.jumia.com.ng/fashion-zirconia-ice-luxury-shiny-earrings-137170826.html,
OLUCHI Ndimkaoha,4,06/06/2024,My son love it,Ok,https://www.jumia.com.ng/adidas-breaknet-lifestyle-court-elastic-lace-and-top-strap-shoes-unisex-271976940.html,
Oluwasheyi Oluwagbemi,2,07/08/2024,Fair,Just manageable,https://www.jumia.com.ng/fashion-rhinestone-women-wrist-watch-and-bracelet-77437133.html,
Olagunju,4,19/06/2024,look good,Nice,https://www.jumia.com.ng/fashion-rhinestone-women-wrist-watch-and-bracelet-77437133.html,
COLLINS,4,04/06/2024,nice,My wife like it,https://www.jumia.com.ng/fashion-rhinestone-women-wrist-watch-and-bracelet-77437133.html,
Lizzy,1,13/12/2023,Not big enough,"The material is okay,buh not big enough",https://www.jumia.com.ng/fashion-satin-black-bonnets-with-tie-band-fixed-women-hair-bonnet-custom-satin-bonnet-227212318.html,
Chisom,5,20/11/2023,nice,Cool,https://www.jumia.com.ng/fashion-satin-black-bonnets-with-tie-band-fixed-women-hair-bonnet-custom-satin-bonnet-227212318.html,
Favour Chiamaka,3,26/10/2023,Good product,Exactly what I ordered! Love it,https://www.jumia.com.ng/fashion-satin-black-bonnets-with-tie-band-fixed-women-hair-bonnet-custom-satin-bonnet-227212318.html,
Adesina,4,17/07/2024,Not bad,Colour fades after wash,https://www.jumia.com.ng/generic-2in1-smart-stock-jeans-for-men-wash-black-blue-180489477.html,
DAMILOLA,5,10/06/2024,nice material,It's beautiful.,https://www.jumia.com.ng/fashion-womens-floral-print-off-shoulder-trumpet-long-sleeve-a-line-dress-218004590.html,
Moge,5,04/06/2024,Love it,Quality material. Delivered as seen,https://www.jumia.com.ng/fashion-womens-floral-print-off-shoulder-trumpet-long-sleeve-a-line-dress-218004590.html,
ABEL,5,16/05/2024,durable,Good product,https://www.jumia.com.ng/generic-adjustable-spring-shoe-stretchershoe-width-and-length-expander-267757207.html,
Yusuf,4,03/05/2024,I like it,I like it,https://www.jumia.com.ng/generic-adjustable-spring-shoe-stretchershoe-width-and-length-expander-267757207.html,
Giwa,5,24/04/2024,i like it,perfect,https://www.jumia.com.ng/generic-adjustable-spring-shoe-stretchershoe-width-and-length-expander-267757207.html,
Morgan,5,25/07/2024,PERFECT,"This sneakers is beautiful for ladies and the quality is top notch, exactly as seen",https://www.jumia.com.ng/ladies-everything-beautiful-unisex-running-sneakers-easy-wears-257138958.html,
Adesola,5,29/04/2024,I like it,It's okay,https://www.jumia.com.ng/casual-shoe-for-women-womens-walkabout-casual-shoes-slip-on-shoes-ladies-everything-mpg3929534.html,
Etse,5,06/05/2024,Excellent!!!,What you see is what you get,https://www.jumia.com.ng/fashion-top-quality-pu-leather-men-large-capacity-briefcase-baglaptop-bag-203508631.html,
Musa,4,06/05/2024,nice,Very mature and classy,https://www.jumia.com.ng/fashion-top-quality-pu-leather-men-large-capacity-briefcase-baglaptop-bag-203508631.html,
Mahmud,5,24/04/2024,Sharp!!,Good Quality… More than ok for the price.,https://www.jumia.com.ng/fashion-top-quality-pu-leather-men-large-capacity-briefcase-baglaptop-bag-203508631.html,
temitope,5,03/07/2024,I love it,My perfect size,https://www.jumia.com.ng/binnys-ladies-removable-strapless-bra-c-cup-only-122294649.html,
Omalicha,5,19/02/2024,strapless bra,Looks so beautiful on me,https://www.jumia.com.ng/binnys-ladies-removable-strapless-bra-c-cup-only-122294649.html,
CHIKA,4,16/12/2022,Nice one,Its amazing and original,https://www.jumia.com.ng/binnys-ladies-removable-strapless-bra-c-cup-only-122294649.html,
Mbegbu,4,01/07/2024,very nice,Worth the price,https://www.jumia.com.ng/fashion-women-bags-ladies-bags-handbags-purse-shoulder-bags-60661249.html,
Perekpo,3,06/06/2024,Manageable,Cool bag but the handle should be made a bit strong,https://www.jumia.com.ng/fashion-women-bags-ladies-bags-handbags-purse-shoulder-bags-60661249.html,
Chioma,3,29/05/2024,could be better honestly,It's OK but I was expecting something better,https://www.jumia.com.ng/fashion-women-bags-ladies-bags-handbags-purse-shoulder-bags-60661249.html,
Margret,1,27/06/2024,I don't like it,There should be improvement on the texture,https://www.jumia.com.ng/ladies-everything-casual-ladies-fashion-outdoor-walking-shoes-women-casual-sneakers-size-black-253814735.html,
Ng,3,22/05/2024,Not bad,Not what I'd expected but it works for casual use. Easy to wash too.,https://www.jumia.com.ng/ladies-everything-casual-ladies-fashion-outdoor-walking-shoes-women-casual-sneakers-size-black-253814735.html,
JULIANAH,4,12/04/2024,It's worth the price,I like it,https://www.jumia.com.ng/ladies-everything-casual-ladies-fashion-outdoor-walking-shoes-women-casual-sneakers-size-black-253814735.html,
Osaro,5,01/02/2024,I love it,Very light and comfortable footwear,https://www.jumia.com.ng/cornel-mens-beltas-cover-pam-slide-slippers-black-fashion-mpg3333493.html,
SUNDAY BRIGHT,1,02/03/2022,Bad choice,It's really really bad product. I had to dash it out. Stuffs like this shouldn't be sold on jumia,https://www.jumia.com.ng/cornel-mens-beltas-cover-pam-slide-slippers-black-fashion-mpg3333493.html,
Ogunnika,3,24/02/2022,ok,It's ok,https://www.jumia.com.ng/cornel-mens-beltas-cover-pam-slide-slippers-black-fashion-mpg3333493.html,
OYEDELE,5,19/03/2024,It unique,I love the ring,https://www.jumia.com.ng/fashion-luxury-adjustable-diamond-plated-engagement-proposal-ring-2cs-254183261.html,
JANET,4,04/06/2024,second time buying,"Quality was okay but the sewing wasn't neat like the first one I bought, the hands wia so big, the length of d clothes is long pls work on ur sizing. Thanks",https://www.jumia.com.ng/el-vin-lilac-sweatshirt-and-joggers-fashion-mpg1842417.html,
andy,5,06/04/2023,sleek,Top item,https://www.jumia.com.ng/el-vin-lilac-sweatshirt-and-joggers-fashion-mpg1842417.html,
Ihdah,5,19/12/2022,Damn! ????????,"This is in point I got exactly what I ordered and even more of what I ordered 
Fits me perfectly",https://www.jumia.com.ng/el-vin-lilac-sweatshirt-and-joggers-fashion-mpg1842417.html,
Minhee,4,08/08/2024,It is small than I expected,"It is very small to me
.my feet ia around 23.5-24cm",https://www.jumia.com.ng/adidas-lite-racer-3.0-shoes-women-272265986.html,
Melvin,5,25/07/2024,Impressive,Got this for my lady and she's loving every bit of it,https://www.jumia.com.ng/adidas-lite-racer-3.0-shoes-women-272265986.html,
Paula,5,07/03/2024,comfortable!,A good buy,https://www.jumia.com.ng/adidas-lite-racer-3.0-shoes-women-272265986.html,
Yetty,1,18/07/2024,fair,Not of good quality  material,https://www.jumia.com.ng/ladies-everything-female-womens-sporty-running-sneakers-ladies-black-casual-outdoor-sneakers-216618569.html,
Sophia,5,19/01/2024,I like it!,It's very comfy,https://www.jumia.com.ng/ladies-everything-female-womens-sporty-running-sneakers-ladies-black-casual-outdoor-sneakers-216618569.html,
Ogbuehi,5,04/06/2024,Fashion shoe,Just nice,https://www.jumia.com.ng/fashion-womens-sneakers-air-cushion-breathable-non-slip-leisure-shoes-272416894.html,
Israel,4,22/03/2024,bracelet n chain watch,Perfect wristwatch,https://www.jumia.com.ng/fashion-sophisticated-solid-chain-wristwatchbraceletcufflinks-for-top-guys-200341495.html,
Chineyenwa,4,13/12/2023,what i order,Works perfectly ok,https://www.jumia.com.ng/fashion-sophisticated-solid-chain-wristwatchbraceletcufflinks-for-top-guys-200341495.html,
Gideon Edem,2,09/10/2023,Non functional,The watch was not functioning at the time of receipt,https://www.jumia.com.ng/fashion-sophisticated-solid-chain-wristwatchbraceletcufflinks-for-top-guys-200341495.html,
